name,post_code,city,short_name,pan,bic,bank_code
Sparkasse Neumarkt i d OPf-Parsberg,92331,Lupburg,Spk Neumarkt i d OPf-Parsbg,57201,,008803
Sparkasse Neumarkt i d OPf-Parsberg,92364,Deining,Spk Neumarkt i d OPf-Parsbg,57201,,009568
Sparkasse Neumarkt i d OPf-Parsberg,92360,Mühlhausen,Spk Neumarkt i d OPf-Parsbg,57201,,009639
Sparkasse Neumarkt i d OPf-Parsberg,92283,Lauterhofen,Spk Neumarkt i d OPf-Parsbg,57201,,009681
Sparkasse Neumarkt i d OPf-Parsberg,90602,Pyrbaum,Spk Neumarkt i d OPf-Parsbg,57201,,009744
Sparkasse Neumarkt i d OPf-Parsberg,92353,Postbauer-Heng,Spk Neumarkt i d OPf-Parsbg,57201,,009749
Sparkasse Neumarkt i d OPf-Parsberg,92342,Freystadt,Spk Neumarkt i d OPf-Parsbg,57201,,010768
Sparkasse Neumarkt i d OPf-Parsberg,92348,Berg b.Neumarkt i.d.OPf.,Spk Neumarkt i d OPf-Parsbg,57201,,010826
Sparkasse Neumarkt i d OPf-Parsberg,92363,Breitenbrunn,Spk Neumarkt i d OPf-Parsbg,57201,,010905
Sparkasse Neumarkt i d OPf-Parsberg,92334,Berching,Spk Neumarkt i d OPf-Parsbg,57201,,011010
Sparkasse Neumarkt i d OPf-Parsberg,92361,Berngau,Spk Neumarkt i d OPf-Parsbg,57201,,024466
Sparkasse Neumarkt i d OPf-Parsberg,92367,Pilsach,Spk Neumarkt i d OPf-Parsbg,57201,,044180
Sparkasse Neumarkt i d OPf-Parsberg,92369,Sengenthal,Spk Neumarkt i d OPf-Parsbg,57201,,044713
DZ BANK,90002,Nürnberg,DZ BANK,67009,GENODEFF760,025516
Volksbank Raiffeisenbank -alt-,90019,Nürnberg,VR Bank Nürnberg -alt-,67035,GENODEF1N02,028633
Volksbank Raiffeisenbank (Gf P2),90019,Nürnberg,VR Bank Nürnberg,77035,,054726
Volksbank Raiffeisenbank Nürnberg (Gf GAA),90402,Nürnberg,VR Bank Nbg (Gf GAA),,GENODEF1N02,057369
Raiffeisen Spar+Kreditbank Lauf a d Pegnitz,91207,Lauf a.d.Pegnitz,Raiffbk Spar+Kreditbk Lauf,67043,GENODEF1LAU,029390
Raiffeisen Spar+Kreditbank Lauf a d Pegnitz (Gf P2),91207,Lauf a.d.Pegnitz,Raiffbk Spar+Kreditbk Lauf,77043,,054727
Raiffeisen Spar+Kreditbank Zw Neunkirchen,91233,Neunkirchen a. Sand,Raiffbk Spar+Kreditbk Lauf,67043,,034188
Raiffeisen Spar+Kreditbank Zw Ottensoos,91242,Ottensoos,Raiffbk Spar+Kreditbk Lauf,67043,,027766
Raiffeisen Spar+Kreditbank Zw Röthenbach,90552,Röthenbach a.d.Pegnitz,Raiffbk Spar+Kreditbk Lauf,67043,,025630
Raiffeisen Spar+Kreditbank Zw Rückersdorf,90607,Rückersdorf,Raiffbk Spar+Kreditbk Lauf,67043,,025637
Raiffeisen Spar+Kreditbank Zw Schnaittach,91220,Schnaittach,Raiffbk Spar+Kreditbk Lauf,67043,,029589
Raiffeisenbank im Nürnberger Land,90537,Feucht,Raiffbk im Nürnberger Land,67061,GENODEF1HSB,025337
Raiffeisenbank im Nürnberger Land,91230,Happurg,Raiffbk im Nürnberger Land,67061,,025314
Raiffeisenbank im Nürnberger Land,91224,Pommelsbrunn,Raiffbk im Nürnberger Land,67061,,025318
Raiffeisenbank im Nürnberger Land,91239,Henfenfeld,Raiffbk im Nürnberger Land,67061,,025329
Raiffeisenbank im Nürnberger Land,91244,Reichenschwand,Raiffbk im Nürnberger Land,67061,,025617
Raiffeisenbank im Nürnberger Land,91235,Velden,Raiffbk im Nürnberger Land,67061,,025708
Raiffeisenbank im Nürnberger Land,91238,Offenhausen,Raiffbk im Nürnberger Land,67061,,027764
Raiffeisenbank im Nürnberger Land,91236,Alfeld,Raiffbk im Nürnberger Land,67061,,028996
Raiffeisenbank im Nürnberger Land,90592,Schwarzenbruck,Raiffbk im Nürnberger Land,67061,,057671
Raiffeisenbank im Nürnberger Land,91227,Leinburg,Raiffbk im Nürnberger Land,67061,,057672
Raiffeisenbank im Nürnberger Land,90610,Winkelhaid,Raiffbk im Nürnberger Land,67061,,057673
Raiffeisenbank im Nürnberger Land,90518,Altdorf b. Nürnberg,Raiffbk im Nürnberger Land,67061,,057674
Raiffeisenbank im Nürnberger Land,90475,Nürnberg,Raiffbk im Nürnberger Land,67061,,057675
Raiffeisenbank im Nürnberger Land,91213,Hersbruck,Raiffbk im Nürnberger Land,67061,,057676
Raiffeisenbank im Nürnberger Land (Gf P2),90532,Feucht,Raiffbk im Nürnberger Land,77061,,054728
Raiffeisenbank Auerbach-Freihung,91275,Auerbach i.d.OPf.,Raiffbk Auerbach-Freihung,67535,GENODEF1AUO,025082
Raiffeisenbank Auerbach-Freihung,91284,Neuhaus a.d.Pegnitz,Raiffbk Auerbach-Freihung,67535,,025499
Raiffeisenbank Auerbach-Freihung,92259,Neukirchen b.Sulzbach-Rosenberg,Raiffbk Auerbach-Freihung,67535,,025503
Raiffeisenbank Auerbach-Freihung,92271,Freihung,Raiffbk Auerbach-Freihung,67535,,027445
Raiffeisenbank Auerbach-Freihung,92729,Weiherhammer,Raiffbk Auerbach-Freihung,67535,,042871
Raiffeisenbank Auerbach-Freihung (Gf P2),91275,Auerbach i.d.OPf.,Raiffbk Auerbach-Freihung,77535,,054730
Raiffeisenbank Bad Windsheim,91438,Bad Windsheim,Raiffbk Bad Windsheim,67539,GENODEF1WDS,025092
Raiffeisenbank Bad Windsheim,91472,Ipsheim,Raiffbk Bad Windsheim,67539,,025373
Raiffeisenbank Bad Windsheim,91619,Obernzenn,Raiffbk Bad Windsheim,67539,,025568
Raiffeisenbank Bad Windsheim,91465,Ergersheim,Raiffbk Bad Windsheim,67539,,029183
Raiffeisenbank Bad Windsheim,91593,Burgbernheim,Raiffbk Bad Windsheim,67539,,050951
Raiffeisenbank Bad Windsheim,91613,Marktbergel,Raiffbk Bad Windsheim,67539,,050952
Raiffeisenbank Bad Windsheim,91459,Markt Erlbach,Raiffbk Bad Windsheim,67539,,053663
Raiffeisenbank Bad Windsheim (Gf P2),91438,Bad Windsheim,Raiffbk Bad Windsheim,77539,,054731
Raiffeisenbank,91572,Bechhofen,Raiffeisenbank Bechhofen,67545,GENODEF1BEH,025101
Raiffeisenbank (Gf P2),91572,Bechhofen,Raiffeisenbank Bechhofen,77545,,054732
Raiffeisenbank Uehlfeld-Dachsbach,91462,Dachsbach,Raiffbk Uehlfeld-Dachsbach,67570,GENODEF1DSB,025155
Raiffeisenbank Uehlfeld-Dachsbach,91486,Uehlfeld,Raiffbk Uehlfeld-Dachsbach,67570,,025689
Raiffeisenbank Uehlfeld-Dachsbach (Gf P2),91462,Dachsbach,Raiffbk Uehlfeld-Dachsbach,77570,,054733
Raiffeisenbank Dietenhofen -alt-,90597,Dietenhofen,Raiffbk Dietenhofen -alt-,67573,GENODEF1DIH,025171
Raiffeisenbank (Gf P2),90597,Dietenhofen,Raiffeisenbank Dietenhofen,77573,,054734
Raiffeisenbank Dietersheim und Umgebung,91463,Dietersheim,Raiffeisenbank Dietersheim,67576,GENODEF1DIM,025172
Raiffeisenbank Dietersheim und Umgebung,91413,Neustadt a.d.Aisch,Raiffeisenbank Dietersheim,67576,,025645
Raiffeisenbank Dietersheim und Umgebung (Gf P2),91463,Dietersheim,Raiffeisenbank Dietersheim,77576,,054735
Raiffeisenbank Altdorf-Feucht -alt-,90537,Feucht,Raiffbk Altdorf-Feucht-alt-,67598,GENODEF1FEC,029204
Raiffeisenbank Altdorf-Feucht (Gf P2),90537,Feucht,Raiffbk Altdorf-Feucht,77598,,054736
VR-Bank Feuchtwangen-Limes -alt-,91551,Feuchtwangen,VR-Bank Feuchtw.-Limes-alt-,67599,GENODEF1FEW,029205
VR-Bank Feuchtwangen-Limes (Gf P2),91551,Feuchtwangen,VR-Bank Feuchtwangen-Limes,77599,,054737
Raiffeisenbank -alt-,92272,Freudenberg,Raiffbk Freudenberg -alt-,67607,GENODEF1FRD,032370
Raiffeisen - meine Bank,91161,Hilpoltstein,Raiffeisen - meine Bank,67608,GENODEF1FYS,025247
Raiffeisen - meine Bank,92360,Mühlhausen,Raiffeisen - meine Bank,67608,,052104
Raiffeisen - meine Bank,92342,Freystadt,Raiffeisen - meine Bank,67608,,052606
Raiffeisen - meine Bank,91180,Heideck,Raiffeisen - meine Bank,67608,,057275
Raiffeisen - meine Bank,90584,Allersberg,Raiffeisen - meine Bank,67608,,057276
Raiffeisen - meine Bank,92334,Berching,Raiffeisen - meine Bank,67608,,057279
Raiffeisen - meine Bank (Gf P2),91161,Hilpoltstein,Raiffeisen - meine Bank,77608,,054738
Raiffeisenbank Altmühl-Jura,91171,Greding,Raiffeisenbank Altmühl-Jura,67618,GENODEF1GDG,025277
Raiffeisenbank Altmühl-Jura (Gf P2),91171,Greding,Raiffeisenbank Altmühl-Jura,77618,,054739
Raiffeisenbank Weißenburg-Gunzenhausen -alt-,91781,Weißenburg i.Bay.,Raiffbk Weißenburg-Gu.-alt-,67625,GENODEF1GU1,026994
Raiffeisenbank Weißenburg-Gunzenhausen,91710,Gunzenhausen,Raiffbk Weißenburg-Gunzenh,67625,,053630
Raiffeisenbank Weißenburg-Gunzenhausen (Gf P2),91781,Weißenburg i.Bay.,Raiffbk Weißenburg-Gunzenh,77625,,054740
Raiffeisenbank Hirschau,92242,Hirschau,Raiffbk Hirschau,67639,GENODEF1HSC,025342
Raiffeisenbank Hirschau,92253,Schnaittenbach,Raiffbk Hirschau,67639,,025649
Raiffeisenbank Hirschau,92272,Freudenberg,Raiffbk Hirschau,67639,,051824
Raiffeisenbank Hirschau (Gf P2),92242,Hirschau,Raiffbk Hirschau,77639,,054742
Raiffeisenbank Knoblauchsland Nürnberg-Buch,90427,Nürnberg,Raiffbk Knoblauchsland,67659,GENODEF1N08,028632
Raiffeisenbank Knoblauchsland Nürnberg-Buch (Gf P2),90427,Nürnberg,Raiffbk Knoblauchsland,77659,,054743
Raiffeisenbank Neumarkt,92305,Neumarkt i.d.OPf.,Raiffeisenbank Neumarkt,67699,GENODEF1NM1,025504
Raiffeisenbank Neumarkt,92358,Seubersdorf i.d.OPf.,Raiffeisenbank Neumarkt,67699,,025099
Raiffeisenbank Neumarkt,92364,Deining,Raiffeisenbank Neumarkt,67699,,025160
Raiffeisenbank Neumarkt,92353,Postbauer-Heng,Raiffeisenbank Neumarkt,67699,,025330
Raiffeisenbank Neumarkt,92334,Berching,Raiffeisenbank Neumarkt,67699,,025544
Raiffeisenbank Neumarkt (Gf P2),92305,Neumarkt i.d.OPf.,Raiffeisenbank Neumarkt,77699,,054746
Raiffeisenbank Neumarkt Zw Sulzbürg,92360,Mühlhausen,Raiffeisenbank Neumarkt,67699,,025380
Raiffeisenbank Neumarkt Zw Trautmannshofen,92283,Lauterhofen,Raiffeisenbank Neumarkt,67699,,025684
VR Bank Metropolregion Nürnberg,91413,Neustadt a.d.Aisch,VR Bank Metropolregion Nbg,67703,GENODEF1NEA,027724
VR Bank Metropolregion Nürnberg (Gf P2),91413,Neustadt a.d.Aisch,VR Bank Metropolregion Nbg,77703,,054747
Raiffeisenbank Oberferrieden-Burgthann,90559,Burgthann,Raiffbk Oberferrieden-Burgt,67704,GENODEF1BTO,025558
Raiffeisenbank Oberferrieden-Burgthann (Gf P2),90559,Burgthann,Raiffbk Oberferrieden-Burgt,77704,,054748
Raiffeisenbank Plankstetten,92334,Berching,Raiffeisenbank Plankstetten,67718,GENODEF1BPL,027792
Raiffeisenbank Plankstetten (Gf P2),92334,Berching,Raiffeisenbank Plankstetten,77718,,054749
Raiffeisenbank DreiFranken,91093,Heßdorf,Raiffbk DreiFranken,67736,GENODEF1HSE,027532
Raiffeisenbank DreiFranken,91085,Weisendorf,Raiffbk DreiFranken,67736,,027997
Raiffeisenbank DreiFranken,91341,Röttenbach,Raiffbk DreiFranken,67736,,028598
Raiffeisenbank DreiFranken (Gf P2),91093,Heßdorf,Raiffbk DreiFranken,77736,,054752
Raiffeisenbank Unteres Vilstal,92287,Schmidmühlen,Raiffbk Unteres Vilstal,67743,GENODEF1SDM,028900
Raiffeisenbank Unteres Vilstal,92286,Rieden,Raiffbk Unteres Vilstal,67743,,025623
Raiffeisenbank Unteres Vilstal,92263,Ebermannsdorf,Raiffbk Unteres Vilstal,67743,,051369
Raiffeisenbank Unteres Vilstal,92245,Kümmersbruck,Raiffbk Unteres Vilstal,67743,,051370
Raiffeisenbank Unteres Vilstal,92266,Ensdorf,Raiffbk Unteres Vilstal,67743,,051371
Raiffeisenbank Unteres Vilstal (Gf P2),92287,Schmidmühlen,Raiffbk Unteres Vilstal,77743,,054753
Raiffeisenbank Ursensollen-Ammerthal-Hohenburg -alt-,92289,Ursensollen,RB Ursens-Ammerth-Hohen alt,67757,GENODEF1URS,025702
Raiffeisenbank Heilsbronn-Windsbach -alt-,91575,Windsbach,Raiffbk Heilsbr-Winds.-alt-,67777,GENODEF1WBA,028505
Raiffeisenbank Heilsbronn-Windsbach,91560,Heilsbronn,Raiffbk Heilsbr-Windsbach,67777,,025328
Raiffeisenbank Heilsbronn-Windsbach,91580,Petersaurach,Raiffbk Heilsbr-Windsbach,67777,,025591
Raiffeisenbank Heilsbronn-Windsbach,91189,Rohr,Raiffbk Heilsbr-Windsbach,67777,,025633
Raiffeisenbank Heilsbronn-Windsbach,91734,Mitteleschenbach,Raiffbk Heilsbr-Windsbach,67777,,028726
Raiffeisenbank Heilsbronn-Windsbach,91623,Sachsen b. Ansbach,Raiffbk Heilsbr-Windsbach,67777,,055511
Raiffeisenbank Heilsbronn-Windsbach,90597,Dietenhofen,Raiffbk Heilsbr-Windsbach,67777,,056635
Raiffeisenbank Heilsbronn-Windsbach (Gf P2),91575,Windsbach,Raiffbk Heilsbr-Windsbach,77777,,054755
Raiffeisenbank Bibertgrund,90513,Zirndorf,Raiffeisenbank Bibertgrund,67782,GENODEF1ZIR,027065
Raiffeisenbank Bibertgrund,90522,Oberasbach,Raiffeisenbank Bibertgrund,67782,,026441
Raiffeisenbank Bibertgrund,90556,Cadolzburg,Raiffeisenbank Bibertgrund,67782,,037415
Raiffeisenbank Bibertgrund,90574,Roßtal,Raiffeisenbank Bibertgrund,67782,,056761
Raiffeisenbank Bibertgrund,90613,Großhabersdorf,Raiffeisenbank Bibertgrund,67782,,056762
Raiffeisenbank Bibertgrund (Gf P2),90505,Zirndorf,Raiffeisenbank Bibertgrund,77782,,054756
Deutsche Bank,90402,Nürnberg,Deutsche Bank,27226,DEUTDEMM760,005687
Deutsche Bank,95403,Bayreuth,Deutsche Bank,27226,DEUTDEMM773,004926
Deutsche Bank,96047,Bamberg,Deutsche Bank,27226,DEUTDEMM762,004929
Deutsche Bank,91004,Erlangen,Deutsche Bank,27226,DEUTDEMM763,004959
Deutsche Bank,96404,Coburg,Deutsche Bank,27226,DEUTDEMM783,004992
Deutsche Bank,90703,Fürth,Deutsche Bank,27226,DEUTDEMM764,005667
Deutsche Bank,96456,Neustadt b. Coburg,Deutsche Bank,27226,,005696
Deutsche Bank,90505,Zirndorf,Deutsche Bank,27226,DEUTDEMM769,006855
Deutsche Bank,95302,Kulmbach,Deutsche Bank,27226,DEUTDEMM774,032286
Deutsche Bank,91294,Forchheim,Deutsche Bank,27226,DEUTDEMM768,034611
Deutsche Bank,91503,Ansbach,Deutsche Bank,27226,DEUTDEMM761,034764
Deutsche Bank,92203,Amberg,Deutsche Bank,27226,DEUTDEMM765,036291
Deutsche Bank,92603,Weiden i.d.OPf.,Deutsche Bank,27226,DEUTDEMM766,036294
Deutsche Bank,92301,Neumarkt i.d.OPf.,Deutsche Bank,27226,DEUTDEMM767,042913
Deutsche Bank,91193,Lauf a.d.Pegnitz,Deutsche Bank,27226,DEUTDEMM772,043519
Deutsche Bank,91103,Schwabach,Deutsche Bank,27226,DEUTDEMM771,043733
Deutsche Bank,90402,Nürnberg,Deutsche Bank,21226,DEUTDEDB760,050348
Deutsche Bank,92203,Amberg,Deutsche Bank,21226,DEUTDEDB765,050336
Deutsche Bank,91503,Ansbach,Deutsche Bank,21226,DEUTDEDB761,050337
Deutsche Bank,96047,Bamberg,Deutsche Bank,21226,DEUTDEDB762,050338
Deutsche Bank,95403,Bayreuth,Deutsche Bank,21226,DEUTDEDB773,050339
Deutsche Bank,96404,Coburg,Deutsche Bank,21226,DEUTDEDB783,050340
Deutsche Bank,91004,Erlangen,Deutsche Bank,21226,DEUTDEDB763,050341
Deutsche Bank,91294,Forchheim,Deutsche Bank,21226,DEUTDEDB768,050342
Deutsche Bank,90703,Fürth,Deutsche Bank,21226,DEUTDEDB764,050343
Deutsche Bank,95302,Kulmbach,Deutsche Bank,21226,DEUTDEDB774,050344
Deutsche Bank,91193,Lauf a.d.Pegnitz,Deutsche Bank,21226,DEUTDEDB772,050345
Deutsche Bank,92301,Neumarkt i.d.OPf.,Deutsche Bank,21226,DEUTDEDB767,050346
Deutsche Bank,96456,Neustadt b. Coburg,Deutsche Bank,21226,,050347
Deutsche Bank,91103,Schwabach,Deutsche Bank,21226,DEUTDEDB771,050349
Deutsche Bank,92603,Weiden i.d.OPf.,Deutsche Bank,21226,DEUTDEDB766,050350
Deutsche Bank,90505,Zirndorf,Deutsche Bank,21226,DEUTDEDB769,050351
Postbank/DSL Ndl der Deutsche Bank,91052,Erlangen,Postbank Ndl Deutsche Bank,21361,DEUTDEDBP15,057555
Postbank/DSL Ndl der Deutsche Bank,91052,Erlangen,Postbank Ndl Deutsche Bank,27361,DEUTDEMMP15,057557
Commerzbank vormals Dresdner Bank,90327,Nürnberg,Commerzbank Nürnberg,28760,DRESDEFF760,005536
Commerzbank vormals Dresdner Bank,86711,Nördlingen,Commerzbank Nördlingen,28760,,000024
Commerzbank vormals Dresdner Bank,91292,Forchheim,Commerzbank Forchheim,28760,,000400
Commerzbank vormals Dresdner Bank,95444,Bayreuth,Commerzbank Bayreuth,28760,,005291
Commerzbank vormals Dresdner Bank,96004,Bamberg,Commerzbank Bamberg,28760,,005293
Commerzbank vormals Dresdner Bank,91051,Erlangen,Commerzbank Erlangen,28760,,005317
Commerzbank vormals Dresdner Bank,90703,Fürth,Commerzbank Fürth Bay,28760,,005523
Commerzbank vormals Dresdner Bank,95326,Kulmbach,Commerzbank Kulmbach,28760,,005569
Commerzbank vormals Dresdner Bank,95028,Hof,Commerzbank Hof Saale,28760,,005585
Commerzbank vormals Dresdner Bank,91103,Schwabach,Commerzbank Schwabach,28760,,006767
Commerzbank vormals Dresdner Bank,95100,Selb,Commerzbank Selb,28760,,006779
Commerzbank vormals Dresdner Bank,91533,Rothenburg ob der Tauber,Commerzbank Rothenburg,28760,,006788
Commerzbank vormals Dresdner Bank,92637,Weiden i.d.OPf.,Commerzbank Weiden Oberpf,28760,,006799
Commerzbank vormals Dresdner Bank,92305,Neumarkt i.d.OPf.,Commerzbank Neumarkt,28760,,008591
Commerzbank vormals Dresdner Bank,96405,Coburg,Commerzbank Coburg,28760,,011063
Commerzbank vormals Dresdner Bank,92203,Amberg,Commerzbank Amberg Oberpf,28760,,036972
Commerzbank vormals Dresdner Bank,91192,Lauf a.d.Pegnitz,Commerzbank Lauf Pegnitz,28760,,043162
Commerzbank vormals Dresdner Bank,95615,Marktredwitz,Commerzbank Marktredwitz,28760,,043165
Commerzbank vormals Dresdner Bank,91139,Roth,Commerzbank Roth,28760,,043474
Commerzbank vormals Dresdner Bank,91503,Ansbach,Commerzbank Ansbach,28760,,043566
Commerzbank vormals Dresdner Bank Zw 53,95011,Hof,Commerzbank Zw 53,,DRESDEFFAGI,048177
Commerzbank vormals Dresdner Bank Zw 55,95011,Hof,Commerzbank Zw 55,,DRESDEFFI25,048407
"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 1",90001,Nürnberg,Commerzbank ITGK1 Nürnbrg,,DRESDEFFJ26,055210
"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 2",90001,Nürnberg,Commerzbank ITGK2 Nürnbrg,,DRESDEFFJ27,055211
Commerzbank vormals Dresdner Bank ITGK,90327,Nürnberg,Commerzbank ITGK Nürnberg,,DRESDEFFI24,050907
Commerzbank vormals Dresdner Bank ITGK,90403,Nürnberg,Commerzbank ITGK Nürnb. 2,,DRESDEFFI46,052940
Evenord-Bank,90439,Nürnberg,Evenord-Bank Nürnberg,97047,GENODEF1N03,021926
Evenord-Bank (Gf P2),90439,Nürnberg,Evenord-Bank Nürnberg,87047,,054757
Sparda-Bank Nürnberg,90026,Nürnberg,Sparda-Bank Nürnberg,97052,GENODEF1S06,024812
Sparda-Bank Nürnberg,97070,Würzburg,Sparda-Bank Nürnberg,97052,,044050
Sparda-Bank Nürnberg,63739,Aschaffenburg,Sparda-Bank Nürnberg,97052,,044333
Sparda-Bank Nürnberg,97421,Schweinfurt,Sparda-Bank Nürnberg,97052,,044363
Sparda-Bank Nürnberg,96052,Bamberg,Sparda-Bank Nürnberg,97052,,046389
Sparda-Bank Nürnberg,90762,Fürth,Sparda-Bank Nürnberg,97052,,049408
Sparda-Bank Nürnberg,91052,Erlangen,Sparda-Bank Nürnberg,97052,,049409
Sparda-Bank Nürnberg,96215,Lichtenfels,Sparda-Bank Nürnberg,97052,,049410
PSD Bank,90328,Nürnberg,PSD Bank Nürnberg,98065,GENODEF1P17,024813
PSD Bank (Gf P2),90328,Nürnberg,PSD Bank Nürnberg,88065,,057358
CVW-Privatbank,91452,Wilhermsdorf,CVW-Privatbank Wdf.,99014,GENODEF1WHD,008771
CVW-Privatbank (Gf P2),91452,Wilhermsdorf,CVW-Privatbank Wdf.,89014,,057371
UniCredit Bank - HypoVereinsbank,90702,Fürth,UniCredit Bank-HypoVereinbk,22030,HYVEDEMM419,000123
UniCredit Bank - HypoVereinsbank,90575,Langenzenn,UniCredit Bank-HypoVereinbk,22030,HYVEDEMM419,000422
UniCredit Bank - HypoVereinsbank,90505,Zirndorf,UniCredit Bank-HypoVereinbk,22030,HYVEDEMM419,032629
BSQ Bauspar,90347,Nürnberg,BSQ Bauspar Nürnberg,,QUBADE71XXX,046489
Commerzbank Fürth Bayern,90762,Fürth,Commerzbank Fürth Bayern,24766,COBADEFFXXX,010793
Commerzbank,90513,Zirndorf,Commerzbank Zirndorf,24766,,031373
Sparkasse Fürth,90762,Fürth,Spk Fürth,57208,BYLADEM1SFU,010791
Sparkasse im Landkreis Neustadt a.d. Aisch - Bad Windsheim,91405,Neustadt a.d.Aisch,Sparkasse i. Lkr. NEA-BWI,57202,BYLADEM1NEA,009602
Sparkasse im Landkreis Neustadt a.d. Aisch - Bad Windsheim,97215,Uffenheim,Sparkasse i. Lkr. NEA-BWI,57202,,008781
Sparkasse im Landkreis Neustadt a.d. Aisch - Bad Windsheim,91456,Diespeck,Sparkasse i. Lkr. NEA-BWI,57202,,009566
Sparkasse im Landkreis Neustadt a.d. Aisch - Bad Windsheim,91462,Dachsbach,Sparkasse i. Lkr. NEA-BWI,57202,,009569
Sparkasse im Landkreis Neustadt a.d. Aisch - Bad Windsheim,91472,Ipsheim,Sparkasse i. Lkr. NEA-BWI,57202,,009616
Sparkasse im Landkreis Neustadt a.d. Aisch - Bad Windsheim,91484,Sugenheim,Sparkasse i. Lkr. NEA-BWI,57202,,009666
Sparkasse im Landkreis Neustadt a.d. Aisch - Bad Windsheim,91443,Scheinfeld,Sparkasse i. Lkr. NEA-BWI,57202,,009707
Sparkasse im Landkreis Neustadt a.d. Aisch - Bad Windsheim,90599,Dietenhofen,Sparkasse i. Lkr. NEA-BWI,57202,,010693
Sparkasse im Landkreis Neustadt a.d. Aisch - Bad Windsheim,91424,Bad Windsheim,Sparkasse i. Lkr. NEA-BWI,57202,,010828
Sparkasse im Landkreis Neustadt a.d. Aisch - Bad Windsheim,91593,Burgbernheim,Sparkasse i. Lkr. NEA-BWI,57202,,010834
Sparkasse im Landkreis Neustadt a.d. Aisch - Bad Windsheim,91459,Markt Erlbach,Sparkasse i. Lkr. NEA-BWI,57202,,011056
Sparkasse im Landkreis Neustadt a.d. Aisch - Bad Windsheim,91444,Emskirchen,Sparkasse i. Lkr. NEA-BWI,57202,,011297
Raiffeisen-Volksbank Fürth -alt-,90763,Fürth,Raiffbk-Volksbank Fürth-alt,67030,GENODEF1FUE,025251
Raiffeisen-Volksbank Fürth (Gf P2),90763,Fürth,Raiffeisen-Volksbank Fürth,77030,,054758
UniCredit Bank - HypoVereinsbank,91051,Erlangen,UniCredit Bank-HypoVereinbk,22025,HYVEDEMM417,000124
UniCredit Bank - HypoVereinsbank,91294,Forchheim,UniCredit Bank-HypoVereinbk,22025,HYVEDEMM417,000058
UniCredit Bank - HypoVereinsbank,91401,Neustadt a.d.Aisch,UniCredit Bank-HypoVereinbk,22025,HYVEDEMM417,000421
UniCredit Bank - HypoVereinsbank,91065,Herzogenaurach,UniCredit Bank-HypoVereinbk,22025,HYVEDEMM417,033726
Commerzbank Erlangen,91052,Erlangen,Commerzbank Erlangen,24765,COBADEFFXXX,025210
Stadt- u. Kreissparkasse Erlangen Höchstadt Herzogenaurach,91051,Erlangen,St u Kr Spk Erlangen,57271,BYLADEM1ERH,010458
Stadt- u. Kreissparkasse Erlangen Höchstadt Herzogenaurach,90542,Eckental,St u Kr Spk Erlangen,57271,,010443
Stadt- u. Kreissparkasse Erlangen Höchstadt Herzogenaurach,91074,Herzogenaurach,St u Kr Spk Erlangen,57271,,010473
Stadt- u. Kreissparkasse Erlangen Höchstadt Herzogenaurach,90562,Heroldsberg,St u Kr Spk Erlangen,57271,,010476
Stadt- u. Kreissparkasse Erlangen Höchstadt Herzogenaurach,91096,Möhrendorf,St u Kr Spk Erlangen,57271,,010556
Stadt- u. Kreissparkasse Erlangen Höchstadt Herzogenaurach,91080,Uttenreuth,St u Kr Spk Erlangen,57271,,010652
Stadt- u. Kreissparkasse Erlangen Höchstadt Herzogenaurach,91083,Baiersdorf,St u Kr Spk Erlangen,57271,,010843
Stadt- u. Kreissparkasse Erlangen Höchstadt Herzogenaurach,91054,Buckenhof,St u Kr Spk Erlangen,57271,,010846
Stadt- u. Kreissparkasse Erlangen Höchstadt Herzogenaurach,91088,Bubenreuth,St u Kr Spk Erlangen,57271,,010848
Stadt- u. Kreissparkasse Erlangen Höchstadt Herzogenaurach,90562,Kalchreuth,St u Kr Spk Erlangen,57271,,011882
